"image","xmin","ymin","xmax","ymax","label"
"t10.png",694.6092845326716,162.67621917040358,808.8664960711332,191.22827914798205,"LIKES"
"t10.png",141.60545905707195,62.896230381165914,1184.1240436311002,146.07833520179372,"BODY"
"t10.png",152.77429693961952,160.20599775784754,246.3306451612903,192.3111687219731,"COMMENTS"
"t10.png",419.8982371794872,161.78601457399103,536.5355665839537,190.31495235426007,"RETWEETS"
"t10.png",440.5220740281224,24.883338004484305,543.1328835814722,55.54722533632287,"DATE"
"t10.png",248.24090157154671,22.085552130044842,417.7761579818031,57.94808015695067,"HANDLE"
"t12.png",699.6898263027296,130.2014479712042,826.9696029776676,158.93692735602096,"LIKES"
"t12.png",143.47859801488835,68.91463514397905,1193.331265508685,111.40972676701571,"BODY"
"t12.png",157.4286600496278,128.79478893979058,275.2093672456576,158.68046465968587,"COMMENTS"
"t12.png",422.7279776674938,125.36362892670158,553.5747518610422,159.16230366492147,"RETWEETS"
"t12.png",399.15865384615387,25.564667866492147,504.76504342431764,60.509653141361255,"DATE"
"t12.png",273.8058312655087,27.02184227748691,380.99410669975185,59.724721858638745,"HANDLE"
"t11.png",697.1719913151364,125.94921875,783.3365578473945,155.09765625,"LIKES"
"t11.png",145.0493370037221,63.44140625,1200.790303194789,106.890625,"BODY"
"t11.png",154.03479761166253,120.9140625,237.6354295905707,154.75,"COMMENTS"
"t11.png",421.09312965260546,125.0234375,528.9771053039702,155.88671875,"RETWEETS"
"t11.png",655.8684863523573,21.4296875,761.0326651674937,56.01953125,"DATE"
"t11.png",392.6092974565757,21.55078125,631.8773844602978,56.14453125,"HANDLE"
"t1.png",697.6092586848634,247.53876768867926,789.2824196133167,278.4524862421384,"LIKES"
"t1.png",144.26920492142264,109.44403498427673,1191.5802122105044,226.55439268867923,"BODY"
"t1.png",154.4715092535153,244.8681702044025,241.91927729528535,279.772258254717,"COMMENTS"
"t1.png",421.19555159222494,247.1467177672956,510.83757237386266,277.46653891509436,"RETWEETS"
"t1.png",687.9351284636062,72.51370872641509,788.4823911807279,100.90045204402514,"DATE"
"t1.png",529.4751279466501,70.31279481132076,666.8120476633582,106.8044909591195,"HANDLE"
"t13.png",695.237050248139,127.74813988095238,818.7528432588916,157.13740079365078,"LIKES"
"t13.png",145.4837417287014,64.00285218253968,1181.0352822580646,113.53596230158729,"BODY"
"t13.png",152.47774503722084,124.98412698412697,276.24772539288665,157.9408482142857,"COMMENTS"
"t13.png",420.39505789909015,123.80394345238095,534.1515973945409,158.65203373015873,"RETWEETS"
"t13.png",396.1201664598842,23.941964285714285,501.5077801902399,57.436879960317455,"DATE"
"t13.png",273.46321856906536,23.476810515873016,372.3035825062035,57.11780753968253,"HANDLE"
"t14.png",689.1481079404466,123.5596590909091,819.2650692721256,155.42680481283423,"LIKES"
"t14.png",136.13272849462365,62.892546791443856,1183.0341191066998,104.31868315508022,"BODY"
"t14.png",146.6237334574028,123.44050802139039,268.4256875516956,155.1654411764706,"COMMENTS"
"t14.png",414.66043734491313,123.92864304812835,551.0435018610422,156.5414438502674,"RETWEETS"
"t14.png",386.6497622001654,21.224264705882355,500.7144075682382,57.34625668449198,"DATE"
"t14.png",265.7567204301075,23.42279411764706,369.56144023986764,55.61280080213905,"HANDLE"
"t18.png",692.4356389578164,125.71198792016807,827.3611972704715,155.71165966386556,"LIKES"
"t18.png",139.87282878411912,65.71264443277312,1193.8004032258063,103.5560005252101,"BODY"
"t18.png",150.0814205955335,124.17423844537815,248.34444789081886,155.82786239495798,"COMMENTS"
"t18.png",415.55521091811414,126.21940651260505,517.4395161290322,155.99441964285714,"RETWEETS"
"t18.png",392.72642679900747,24.940979516806724,478.65229528535986,53.1123949579832,"DATE"
"t18.png",269.8123449131514,23.937762605042018,369.18812034739454,52.83350840336135,"HANDLE"
"t17.png",694.1432744003308,393.07489583333336,794.5780862282878,424.12406250000004,"LIKES"
"t17.png",142.44889888337468,61.38916666666667,1182.1136528122415,376.72552083333335,"BODY"
"t17.png",150.74850082712985,391.4561458333333,235.43910256410254,423.79260416666665,"COMMENTS"
"t17.png",416.4243434656741,393.02864583333337,514.771738006617,422.8521875,"RETWEETS"
"t17.png",526.6261114557485,23.676145833333333,593.0152243589744,52.65947916666667,"DATE"
"t17.png",344.13500310173697,22.354166666666668,509.3182640612076,55.85458333333334,"HANDLE"
"t15.png",692.2564361042183,125.52683423913042,820.913577853598,154.51685631793478,"LIKES"
"t15.png",139.01143765508684,63.56322180706521,1186.2574247828784,105.8021824048913,"BODY"
"t15.png",150.37647332506202,123.80358355978261,254.40937112282876,155.45962126358697,"COMMENTS"
"t15.png",418.4655513337469,123.92336107336956,535.7267951302729,156.6342136548913,"RETWEETS"
"t15.png",498.48373526674936,23.217518682065215,579.4972278225806,55.19811480978261,"DATE"
"t15.png",305.6561918424318,23.02432914402174,480.7224914702233,57.249787703804344,"HANDLE"
"t16.png",693.3700372208438,161.30110677083331,810.580800248139,188.31427228009258,"LIKES"
"t16.png",141.38492555831266,60.68287037037037,1196.5725806451615,143.3013599537037,"BODY"
"t16.png",153.92757444168734,158.5572193287037,262.56591191066997,190.50086805555554,"COMMENTS"
"t16.png",419.68827543424317,160.15169270833331,539.5471464019851,188.9683159722222,"RETWEETS"
"t16.png",500.8374689826303,21.11129195601852,596.6617555831266,52.24996383101852,"DATE"
"t16.png",324.72472084367246,21.26222511574074,481.15694789081886,52.327365451388886,"HANDLE"
"t21.png",694.9655577956989,238.8216973244147,811.7083333333334,268.23066471571906,"LIKES"
"t21.png",144.25235215053763,63.36172658862876,1188.9129704301076,221.25752508361202,"BODY"
"t21.png",151.60987903225808,235.92913879598663,245.10147849462368,268.87646321070235,"COMMENTS"
"t21.png",417.9453965053763,236.40478678929767,528.5556115591397,269.49132525083616,"RETWEETS"
"t21.png",503.3529905913978,24.18457357859532,576.3331653225806,54.58350752508362,"DATE"
"t21.png",303.6796034946237,25.259615384615383,487.76075268817203,56.8380016722408,"HANDLE"
"t22.png",694.4129704301075,431.58328029531566,827.0184811827957,459.924516293279,"LIKES"
"t22.png",137.41649865591398,65.48642757128309,1187.220430107527,410.12436354378815,"BODY"
"t22.png",151.60601478494624,430.45040414969446,265.40809811827955,460.9607306517311,"COMMENTS"
"t22.png",419.08921370967744,429.793103996945,536.0252016129033,457.9255505346232,"RETWEETS"
"t22.png",660.5351142473119,26.15281313645621,748.6322244623657,56.1450324592668,"DATE"
"t22.png",479.07778897849465,24.111316191446026,640.1705309139785,59.97670570264765,"HANDLE"
"t19.png",695.0186104218362,198.01984315589354,819.5324906947891,229.39609077946767,"LIKES"
"t19.png",142.61460918114145,63.007366920152094,1191.1722433312657,177.64169439163499,"BODY"
"t19.png",154.2188275434243,197.39424904942965,258.6375038771712,229.76681321292773,"COMMENTS"
"t19.png",420.68377791563273,199.5761050380228,537.1966113523573,230.58163022813687,"RETWEETS"
"t19.png",395.34584367245657,24.494712452471482,498.5223131203474,54.646803707224336,"DATE"
"t19.png",273.25079482009926,22.745365969581748,371.12280939826303,52.09036359315589,"HANDLE"
"t20.png",696.7315446650124,280.2459912536443,823.3328163771712,310.448250728863,"LIKES"
"t20.png",141.59041563275434,64.95809037900875,1194.6611352357322,260.4635112973761,"BODY"
"t20.png",155.7847394540943,278.2712281341108,265.105459057072,310.40565779883383,"COMMENTS"
"t20.png",423.4297456575683,276.43973214285717,532.099100496278,312.42688593294463,"RETWEETS"
"t20.png",433.983405707196,29.62531887755102,509.65027915632754,57.09001457725948,"DATE"
"t20.png",231.98666253101737,26.82580174927114,413.9190446650124,57.903152332361515,"HANDLE"
"t2.png",693.664035744863,1284.451607696281,837.7348298373288,1316.0143659607438,"LIKES"
"t2.png",146.431640625,62.313872029958674,1170.8992133989725,108.66361053719008,"BODY"
"t2.png",152.97102418664383,1282.941196410124,275.41237692636986,1316.1702447055784,"COMMENTS"
"t2.png",420.3597495719178,1283.9785963326447,552.6531999143835,1317.551652892562,"RETWEETS"
"t2.png",325.43113227739724,14.362345041322314,477.45566673801363,52.53651213842975,"HANDLE"
"t25.png",695.0710039288668,243.29861111111111,794.6991896712159,273.46346275252523,"LIKES"
"t25.png",145.4612541356493,60.19436553030303,1189.6586215363939,225.78977272727275,"BODY"
"t25.png",151.88663151364764,242.05737058080808,248.39502558933003,274.94444444444446,"COMMENTS"
"t25.png",419.5655306555004,243.07820391414143,520.7149051385443,274.8129734848485,"RETWEETS"
"t25.png",625.3053401571547,22.67874053030303,692.8414753928867,50.62405303030303,"DATE"
"t25.png",403.92399452026467,21.023753156565657,605.4447309243176,53.12200126262627,"HANDLE"
"t23.png",695.7515896401985,203.7703651685393,828.085200837469,234.95119382022472,"LIKES"
"t23.png",142.96180986352357,64.07654494382022,1188.7611274813896,185.01088483146066,"BODY"
"t23.png",152.3748061414392,202.6618679775281,259.50550558312653,236.2373595505618,"COMMENTS"
"t23.png",417.0651752481389,203.4073033707865,522.6874806141439,234.80442415730337,"RETWEETS"
"t23.png",602.1077078163771,26.248595505617978,682.4730924317618,55.448033707865164,"DATE"
"t23.png",384.37044432382135,20.767907303370787,576.9665206265508,57.8620084269663,"HANDLE"
"t24.png",692.2879639681555,276.698535995702,827.4028122415219,308.2337034383954,"LIKES"
"t24.png",137.34437680934658,64.503223495702,1187.1774968982631,260.9793606733524,"BODY"
"t24.png",150.80670362903226,275.6529145773639,272.9740294148056,308.13301396848135,"COMMENTS"
"t24.png",416.5347653019024,274.2277713108883,523.5289107733664,309.26383416905446,"RETWEETS"
"t24.png",617.7264914185278,26.53167532234957,726.4121368382962,55.40244448424069,"DATE"
"t24.png",339.4612024400331,24.301016296561606,594.9280138544252,60.103868194842406,"HANDLE"
"t26.png",694.872815860215,237.38027943686006,786.7452956989247,268.1092683447099,"LIKES"
"t26.png",138.54485887096774,60.472082977815695,1186.5789650537636,215.7717843430034,"BODY"
"t26.png",151.7103494623656,234.9948005546075,240.13205645161293,266.91846203071674,"COMMENTS"
